# IP	Distancia
148.32.199.112	382
148.33.34.146	309
148.40.246.131	294
148.43.254.61	313
148.59.94.27	394
148.64.23.95	350
148.65.11.9	390
148.71.103.238	294
148.75.211.65	314
148.76.27.139	354
148.78.146.32	348
148.86.58.37	319
148.89.101.132	318
148.92.110.229	304
148.93.216.235	248
148.98.219.145	194
148.99.252.142	563
148.106.31.235	532
148.106.67.126	393
148.112.14.195	234
148.114.138.93	430
148.115.147.78	316
148.117.165.23	266
148.127.117.120	417
148.135.247.244	284
148.139.123.25	272
148.141.4.129	393
148.164.68.86	376
148.173.151.73	382
148.179.170.92	386
148.184.87.45	423
148.186.82.219	554
148.187.95.179	386
148.190.70.150	416
148.201.102.228	425
148.212.236.8	364
148.214.145.187	358
148.220.32.8	354
148.222.7.77	370
148.223.147.181	396
148.227.104.227	243
148.229.72.71	432
148.231.173.109	300
148.241.198.130	357
148.242.50.129	359
148.242.158.173	296
148.246.131.54	214
148.248.72.68	316
148.248.231.227	467
149.5.110.166	368
149.16.43.118	346
149.20.225.9	361
149.31.15.37	638
149.33.109.46	317
149.33.228.88	314
149.42.238.94	518
149.44.37.220	321
149.62.250.142	306
149.63.109.124	314
149.65.189.54	532
149.68.44.165	225
149.77.204.98	284
149.89.193.77	287
149.93.56.126	477
149.94.175.197	338
149.99.246.21	365
149.107.65.216	324
149.113.116.77	456
149.117.166.20	396
149.120.50.15	349
149.126.54.214	374
149.129.62.52	157
149.137.29.212	369
149.144.12.38	388
149.144.129.12	374
149.149.231.45	346
149.154.155.51	424
149.156.199.104	397
149.158.66.253	399
149.161.153.236	318
149.174.206.92	390
149.176.156.130	443
149.181.37.188	423
149.182.90.161	376
149.188.15.189	215
149.196.197.224	412
149.214.185.60	538
149.214.200.54	363
149.215.127.198	376
149.221.27.206	329
149.233.177.224	270
149.235.29.89	420
149.239.196.224	424
149.242.26.196	298
149.248.83.242	377
150.2.161.176	387
150.7.117.242	452
150.7.177.56	472
150.12.23.69	367
150.13.46.192	428
150.23.68.248	365
150.27.132.74	379
150.39.31.101	272
150.41.91.138	328
150.42.101.136	275
150.46.146.213	261
150.56.131.126	276
150.63.235.83	260
150.72.46.27	364
150.93.171.208	359
150.97.47.24	392
150.98.22.3	344
150.100.214.83	411
150.101.99.231	495
150.105.122.159	194
150.105.164.245	353
150.107.1.231	172
150.108.100.133	362
150.108.132.129	353
150.109.234.34	284
150.113.179.61	371
150.114.207.188	486
150.118.17.188	137
150.123.112.105	331
150.128.158.43	430
150.130.195.167	558
150.136.127.16	422
150.137.174.100	375
150.144.190.94	391
150.147.166.213	303
150.148.114.67	388
150.151.245.253	344
150.159.246.239	573
150.166.239.23	261
150.167.252.127	301
150.176.253.135	335
150.178.85.181	326
150.192.60.21	377
150.196.92.131	375
150.198.30.112	236
150.211.192.99	386
150.214.149.67	358
150.215.5.86	343
150.217.18.185	396
150.232.98.137	334
150.238.177.52	388
150.240.187.230	377
151.7.126.213	371
151.11.80.67	453
151.11.123.122	484
151.16.119.232	300
151.24.143.171	319
151.25.187.246	416
151.26.35.23	364
151.36.174.122	620
151.37.34.245	304
151.37.220.39	399
151.43.23.235	499
151.43.32.204	257
151.44.174.140	396
151.46.225.118	368
151.47.185.187	318
151.55.113.165	326
151.58.54.189	363
151.64.20.234	508
151.72.15.246	279
151.76.225.148	324
151.86.222.57	403
151.103.126.117	637
151.104.33.95	365
151.110.169.131	344
151.117.87.20	265
151.119.197.221	320
151.120.138.43	378
151.126.204.205	465
151.131.113.205	273
151.135.112.125	266
151.143.53.74	352
151.146.132.5	316
151.147.109.75	491
151.151.29.62	574
151.153.219.120	334
151.154.253.90	350
151.160.235.238	372
151.172.24.207	302
151.173.114.219	379
151.175.101.187	317
151.179.111.218	426
151.191.52.200	358
151.192.134.24	268
151.195.53.183	270
151.197.202.241	263
151.201.187.135	516
151.204.64.11	256
151.206.136.131	300
151.215.201.244	311
151.216.125.86	401
151.227.96.48	387
151.228.99.101	398
151.232.175.227	393
151.237.241.119	150
151.244.117.148	356
152.9.42.194	396
152.14.203.102	376
152.17.106.196	396
152.22.47.42	311
152.22.104.253	329
152.39.151.103	399
152.51.211.57	385
152.59.243.192	357
152.63.60.236	245
152.64.92.93	430
152.67.173.185	320
152.69.192.93	368
152.71.111.245	337
152.72.43.215	291
152.73.34.240	309
152.77.207.19	352
152.79.135.38	382
152.88.127.104	232
152.90.136.211	319
152.92.152.209	313
152.94.237.150	345
152.102.170.124	346
152.106.24.225	342
152.109.186.177	438
152.120.154.249	421
152.139.192.210	543
152.139.245.215	228
152.141.166.158	461
152.145.24.11	334
152.147.13.224	489
152.147.31.239	316
152.154.171.193	519
152.156.119.225	239
152.160.107.161	349
152.162.225.66	339
152.168.34.158	297
152.168.172.138	413
152.171.103.32	158
152.181.183.14	125
152.184.214.220	495
152.188.119.209	241
152.193.23.164	261
152.193.188.71	420
152.201.83.95	479
152.214.150.63	258
152.216.39.179	520
152.219.49.4	388
152.222.88.101	335
152.224.55.217	332
152.236.151.84	363
152.241.44.224	276
152.247.214.4	260
152.250.169.206	451
152.252.138.79	345
153.1.180.149	550
153.3.144.128	528
153.14.167.228	252
153.32.215.248	245
153.33.140.43	324
153.40.193.253	652
153.46.1.110	186
153.48.118.155	557
153.50.144.46	326
153.56.77.50	279
153.63.181.102	306
153.66.151.168	343
153.70.131.124	379
153.81.82.1	243
153.88.25.172	331
153.93.64.98	469
153.95.44.166	260
153.98.28.96	354
153.107.52.9	312
153.108.236.57	418
153.109.150.108	186
153.110.251.73	304
153.112.62.208	711
153.117.152.73	396
153.120.105.41	440
153.128.20.199	335
153.131.213.174	487
153.136.233.22	271
153.149.93.247	589
153.151.177.24	288
153.162.175.128	420
153.163.152.147	377
153.165.64.145	426
153.167.19.253	347
153.171.83.239	336
153.173.81.107	558
153.180.157.43	286
153.183.138.187	389
153.195.190.79	319
153.200.34.75	179
153.204.140.67	373
153.210.113.245	362
153.216.26.218	391
153.218.220.233	488
153.244.126.45	222
153.252.17.65	144
154.1.3.239	281
154.1.79.55	173
154.13.80.191	424
154.33.182.111	425
154.35.214.79	359
154.38.239.6	413
154.45.181.165	264
154.49.198.114	371
154.49.244.149	92
154.51.150.243	348
154.52.116.169	411
154.55.4.15	346
154.58.7.197	383
154.61.67.54	281
154.61.178.242	307
154.71.34.196	421
154.72.146.238	299
154.74.240.105	166
154.75.25.247	413
154.87.153.247	381
154.93.171.179	426
154.94.63.232	278
154.95.198.210	338
154.99.131.111	367
154.99.131.198	339
154.100.225.120	268
154.102.99.225	417
154.104.44.200	347
154.107.210.7	429
154.117.109.175	515
154.117.123.132	194
154.126.235.203	302
154.129.162.208	446
154.142.157.139	358
154.145.85.39	421
154.145.214.82	565
154.147.39.27	260
154.153.59.39	370
154.158.5.157	418
154.164.55.27	258
154.167.85.163	249
154.167.199.251	300
154.174.30.94	338
154.185.250.85	483
154.190.36.211	380
154.190.180.117	426
154.197.234.60	366
154.198.69.17	423
154.206.133.234	286
154.208.112.246	557
154.226.135.181	355
154.229.42.118	354
154.231.12.99	352
154.232.55.99	396
154.232.187.69	326
154.252.127.162	324
155.1.9.55	400
155.11.114.29	366
155.16.140.124	359
155.26.86.254	397
155.33.208.154	394
155.42.25.6	307
155.42.60.252	391
155.43.120.52	602
155.48.246.147	388
155.58.23.108	295
155.66.41.127	363
155.66.242.110	391
155.67.27.181	331
155.71.241.22	346
155.90.249.159	341
155.92.122.138	274
155.99.8.223	169
155.99.138.243	293
155.111.161.246	453
155.114.80.61	362
155.118.32.143	451
155.119.228.21	401
155.122.79.61	287
155.128.175.133	374
155.136.218.19	403
155.141.243.193	317
155.142.178.104	596
155.142.222.66	289
155.144.217.239	366
155.153.59.77	410
155.169.92.210	403
155.169.244.43	301
155.173.187.226	336
155.175.93.22	441
155.188.172.221	426
155.202.66.39	340
155.206.55.99	428
155.207.81.174	566
155.218.197.189	269
155.219.18.58	373
155.230.121.79	617
155.230.132.194	494
155.231.4.81	357
155.231.86.231	589
155.233.53.183	347
155.237.73.69	622
155.239.73.20	352
156.1.51.233	161
156.2.227.165	413
156.11.87.178	488
156.15.79.240	228
156.20.92.16	288
156.26.76.98	450
156.31.32.247	305
156.34.158.154	340
156.38.227.3	273
156.39.209.133	319
156.40.51.223	229
156.41.180.107	431
156.51.232.66	377
156.58.120.221	371
156.62.126.53	323
156.74.87.25	465
156.80.122.31	226
156.85.87.204	350
156.87.166.157	418
156.89.236.53	471
156.97.187.35	358
156.101.52.77	339
156.105.123.32	325
156.107.148.126	213
156.110.53.207	469
156.110.192.113	404
156.111.235.42	435
156.120.96.103	431
156.127.119.166	388
156.128.30.243	537
156.128.95.132	394
156.130.193.40	219
156.151.104.101	606
156.153.67.231	304
156.156.72.76	435
156.160.90.109	330
156.169.34.118	352
156.171.39.147	420
156.171.82.240	407
156.175.14.180	303
156.186.248.10	318
156.189.131.84	379
156.190.208.234	410
156.191.83.40	476
156.196.13.235	337
156.206.152.11	422
156.207.130.13	362
156.207.230.79	419
156.210.60.109	281
156.211.11.70	254
156.219.213.125	435
156.220.47.83	345
156.222.169.91	328
156.222.227.2	289
156.225.213.142	269
156.228.42.136	455
156.229.169.131	434
156.232.240.52	293
156.238.177.99	279
156.245.176.202	554
157.14.120.249	547
157.15.21.190	226
157.16.244.170	208
157.17.88.94	403
157.21.195.120	294
157.22.244.186	320
157.32.48.177	602
157.42.195.134	166
157.44.129.57	335
157.45.141.31	413
157.48.90.30	335
157.50.174.250	357
157.52.17.109	423
157.55.75.37	409
157.56.68.19	289
157.57.140.203	188
157.69.20.161	280
157.82.234.61	348
157.84.168.156	199
157.101.19.220	496
157.102.83.25	379
157.104.115.216	344
157.104.217.153	351
157.109.209.49	327
157.116.204.253	368
157.119.173.92	381
157.121.103.164	176
157.121.244.212	331
157.124.202.59	267
157.127.23.247	438
157.128.58.218	309
157.134.2.95	402
157.134.165.149	457
157.135.42.57	448
157.138.138.98	267
157.140.79.129	381
157.166.21.71	193
157.168.249.104	360
157.171.80.52	359
157.171.186.28	319
157.175.107.37	286
157.176.75.29	348
157.179.117.173	386
157.181.73.237	261
157.184.164.93	208
157.189.118.246	333
157.193.127.175	403
157.198.160.241	305
157.202.144.248	248
157.202.159.94	195
157.209.140.6	365
157.213.206.107	209
157.217.180.90	261
157.217.214.227	296
157.220.178.92	347
157.221.114.235	224
157.237.171.58	295
157.242.156.79	578
157.248.26.49	490
158.11.8.111	365
158.13.72.135	399
158.15.179.240	368
158.17.77.55	507
158.31.198.125	324
158.53.101.119	315
158.55.123.15	583
158.58.82.54	197
158.59.88.2	279
158.70.24.233	299
158.82.21.70	419
158.92.235.237	460
158.99.146.127	425
158.101.88.254	375
158.104.141.15	535
158.113.183.35	327
158.121.132.23	470
158.123.93.237	403
158.124.68.83	310
158.127.90.189	375
158.133.155.51	330
158.134.28.131	508
158.135.183.51	326
158.138.94.217	353
158.138.182.76	474
158.140.251.18	294
158.141.82.149	304
158.144.36.108	424
158.144.200.30	370
158.145.250.125	283
158.156.99.21	430
158.157.114.243	360
158.165.55.245	270
158.165.57.46	396
158.173.13.32	357
158.176.161.84	317
158.177.58.10	321
158.178.71.98	338
158.181.203.87	507
158.190.217.97	379
158.191.84.107	270
158.192.77.248	335
158.193.27.203	346
158.202.22.188	290
158.207.92.103	302
158.210.83.217	162
158.210.164.37	325
158.211.159.170	260
158.219.254.44	449
158.228.108.191	397
158.233.139.51	343
158.241.30.213	494
158.241.244.121	170
158.247.102.235	376
158.251.13.97	462
158.252.81.170	399
159.4.158.243	175
159.10.100.236	432
159.24.47.246	467
159.44.191.78	412
159.49.236.14	321
159.64.50.192	360
159.65.58.11	343
159.66.179.242	308
159.69.17.21	413
159.72.70.232	361
159.82.51.99	315
159.84.100.22	320
159.86.44.192	428
159.87.220.253	317
159.95.233.207	265
159.112.52.42	354
159.115.110.242	599
159.117.204.155	339
159.118.79.141	460
159.122.52.61	438
159.124.48.102	397
159.124.129.183	385
159.127.38.56	353
159.133.252.247	353
159.141.44.232	377
159.148.228.27	361
159.153.162.94	278
159.162.221.130	371
159.163.140.230	377
159.165.186.168	374
159.168.180.162	300
159.186.90.163	306
159.186.176.36	338
159.186.214.17	431
159.188.242.87	398
159.196.250.233	385
159.202.235.67	315
159.206.46.88	377
159.209.239.127	157
159.210.6.49	246
159.230.32.183	434
159.244.37.119	339
160.2.204.66	548
160.8.32.41	259
160.9.221.53	328
160.12.143.211	373
160.12.144.177	332
160.13.231.69	188
160.17.109.95	367
160.27.133.226	335
160.33.105.198	353
160.34.115.110	402
160.37.161.62	498
160.45.185.230	298
160.46.69.62	374
160.47.218.46	371
160.48.150.12	373
160.53.182.173	482
160.61.24.236	471
160.62.226.173	334
160.63.24.253	387
160.66.35.93	289
160.71.77.126	294
160.72.92.163	425
160.73.157.41	201
160.74.206.19	306
160.76.253.153	348
160.81.136.239	378
160.88.130.164	285
160.89.215.250	358
160.89.220.39	330
160.90.27.248	272
160.91.171.154	386
160.107.142.213	571
160.118.68.4	360
160.125.15.148	549
160.126.104.177	173
160.137.21.73	322
160.148.188.213	352
160.155.240.162	360
160.156.92.221	375
160.158.66.157	381
160.159.106.29	572
160.162.225.229	271
160.165.26.75	398
160.168.151.4	361
160.174.102.132	269
160.180.6.62	503
160.190.109.99	453
160.193.70.202	243
160.193.193.58	345
160.209.226.139	547
160.212.88.90	285
160.218.64.51	251
160.218.200.113	391
160.219.229.199	456
160.225.239.197	386
160.230.168.216	347
160.238.5.147	308
160.238.50.212	423
160.251.252.79	243
160.252.217.241	275
160.254.237.76	390
161.3.180.98	276
161.14.38.27	396
161.19.68.236	387
161.23.164.191	232
161.31.117.123	399
161.34.248.56	323
161.36.67.204	274
161.36.148.94	661
161.36.185.211	322
161.44.53.218	306
161.44.142.127	341
161.49.20.77	370
161.53.30.34	363
161.53.121.157	225
161.59.182.82	250
161.62.162.127	417
161.72.122.105	400
161.76.24.138	282
161.76.229.215	362
161.77.74.11	330
161.82.210.15	116
161.83.159.220	436
161.94.52.20	425
161.105.206.143	249
161.115.139.229	421
161.123.162.218	471
161.129.167.85	303
161.131.87.26	291
161.132.2.18	405
161.132.95.15	300
161.135.78.3	323
161.136.22.242	392
161.140.17.11	379
161.154.128.201	378
161.177.135.177	298
161.179.165.114	413
161.180.31.188	329
161.193.51.48	405
161.193.192.179	315
161.196.200.3	461
161.199.61.161	290
161.215.1.186	373
161.222.156.68	269
161.225.5.120	359
161.226.36.147	400
161.234.136.91	353
161.236.225.106	327
161.236.253.134	248
161.237.237.14	101
161.241.90.23	349
161.247.194.101	330
161.247.240.13	493
161.248.224.178	363
161.249.145.254	347
162.3.64.50	293
162.15.75.122	383
162.16.48.149	277
162.25.5.46	160
162.28.9.253	287
162.33.10.206	141
162.41.104.113	345
162.48.148.62	455
162.51.1.204	308
162.60.247.137	291
162.61.217.92	398
162.63.228.242	403
162.79.43.9	346
162.79.203.121	360
162.80.16.248	398
162.81.79.112	390
162.82.146.148	319
162.85.245.82	619
162.86.83.179	401
162.97.215.105	319
162.102.234.253	227
162.113.232.125	361
162.115.151.55	420
162.116.99.179	338
162.116.172.38	263
162.125.169.152	345
162.132.87.113	376
162.136.19.41	376
162.143.173.91	369
162.146.149.153	343
162.152.206.159	476
162.153.139.215	263
162.160.1.60	384
162.162.143.137	314
162.163.155.209	412
162.169.196.64	388
162.170.87.179	327
162.173.185.52	278
162.174.107.210	406
162.177.128.41	399
162.179.4.193	263
162.181.203.48	399
162.191.99.154	468
162.205.227.184	516
162.209.48.133	453
162.214.127.206	206
162.232.236.46	453
162.238.86.195	330
162.243.39.136	445
162.250.150.78	345
162.251.106.20	338
163.9.209.60	469
163.9.254.205	409
163.28.144.7	382
163.29.45.23	311
163.33.15.129	459
163.33.235.129	371
163.34.67.115	482
163.36.118.144	225
163.39.12.172	353
163.39.224.34	334
163.60.254.153	373
163.70.139.145	388
163.82.24.251	363
163.83.79.107	326
163.86.126.243	350
163.89.157.119	452
163.91.110.123	283
163.93.141.155	362
163.98.116.43	356
163.112.91.222	331
163.113.43.46	468
163.116.139.100	376
163.119.119.240	338
163.119.171.191	330
163.121.118.112	299
163.124.201.89	328
163.134.173.35	333
163.141.117.120	391
163.146.144.173	358
163.150.38.21	486
163.153.254.188	490
163.162.32.78	373
163.174.212.129	554
163.179.117.77	441
163.182.124.242	445
163.190.6.71	314
163.209.118.209	261
163.215.248.29	308
163.220.81.182	318
163.224.235.189	295
163.229.103.21	266
163.230.36.177	448
163.230.204.88	438
163.237.11.151	576
163.241.176.66	261
163.248.170.233	345
163.250.176.241	285
163.251.206.173	424
163.252.85.227	327
164.1.191.35	425
164.8.199.228	370
164.10.123.151	441
164.20.102.149	427
164.21.121.10	348
164.23.71.192	302
164.33.162.218	438
164.44.166.20	291
164.44.202.26	295
164.45.66.91	367
164.49.124.181	386
164.56.40.57	474
164.61.50.254	532
164.66.33.148	287
164.74.38.67	288
164.74.227.247	390
164.82.112.220	349
164.85.151.77	457
164.92.183.114	372
164.96.236.48	484
164.97.190.15	378
164.108.237.199	243
164.110.173.216	293
164.110.223.114	543
164.116.96.74	321
164.121.132.83	335
164.133.236.155	375
164.134.32.200	195
164.139.93.119	305
164.141.14.179	401
164.142.74.87	333
164.144.224.11	381
164.146.58.37	520
164.151.23.156	388
164.161.218.200	418
164.161.233.220	289
164.173.194.205	658
164.176.113.242	629
164.204.145.209	430
164.209.129.170	225
164.212.23.141	359
164.219.17.206	302
164.220.2.84	258
164.224.30.171	326
164.228.49.245	331
